longitude,latitude,country,admin_1,admin_2,admin_3,admin_4
98.6,39.61667,中国,甘肃省,酒泉市,肃州区,总寨镇
96.949,36.25154,中国,青海省,海西蒙古族藏族自治州,都兰县,宗加镇
85.25,29,中国,西藏自治区,日喀则市,吉隆县,折巴乡
95.83613,30.73893,中国,西藏自治区,昌都市,洛隆县,孜托镇
99.41418,37.59776,中国,青海省,海西蒙古族藏族自治州,天峻县,舟群乡
97.45065,28.6591,中国,西藏自治区,林芝市,察隅县,竹瓦根镇
97.0305,33.20002,中国,青海省,玉树藏族自治州,称多县,拉布乡
95.50335,34.30825,中国,青海省,玉树藏族自治州,治多县,治渠乡
98.28333,24.26667,中国,云南省,德宏傣族景颇族自治州,芒市,遮放镇
98.27627,24.81934,中国,云南省,德宏傣族景颇族自治州,梁河县,河西乡
97.80191,24.19064,中国,云南省,德宏傣族景颇族自治州,陇川县,章凤镇
95.75903,29.86653,中国,西藏自治区,林芝市,波密县,扎木镇
85.98333,27.98333,中国,西藏自治区,日喀则市,聂拉木县,樟木镇
84.16667,29.65,中国,西藏自治区,日喀则市,仲巴县,拉让乡
77.27075,38.18867,中国,新疆维吾尔自治区,喀什地区,泽普县,泽普镇
97.83299,37.34913,中国,青海省,海西蒙古族藏族自治州,德令哈市,蓄集乡
91.70785,31.98568,中国,西藏自治区,那曲市,安多县,扎仁镇
95.16901,33.068,中国,青海省,玉树藏族自治州,杂多县,扎青乡
78.76667,37.28333,中国,新疆维吾尔自治区,和田地区,皮山县,杜瓦镇
93.60966,31.76446,中国,西藏自治区,那曲市,比如县,扎拉乡
93.66667,31.85,中国,西藏自治区,那曲市,索县,亚拉镇
96.74201,33.76962,中国,青海省,玉树藏族自治州,称多县,扎朵镇
97.9,39.8,中国,甘肃省,酒泉市,玉门市,东镇街道
77.56662,39.08335,中国,新疆维吾尔自治区,喀什地区,巴楚县,阿瓦提镇
99.95267,26.1143,中国,云南省,大理白族自治州,洱源县,茈碧湖镇
95.34226,34.57502,中国,青海省,玉树藏族自治州,曲麻莱县,叶格乡
76.76432,39.23938,中国,新疆维吾尔自治区,喀什地区,岳普湖县,岳普湖镇
99.15,26.45,中国,云南省,怒江傈僳族自治州,兰坪白族普米族自治县,营盘镇
83.23333,36.66667,中国,新疆维吾尔自治区,和田地区,民丰县,叶亦克乡
99.51866,38.42731,中国,青海省,海北藏族自治州,祁连县,野牛沟乡
97.5731,30.65722,中国,西藏自治区,昌都市,察雅县,烟多镇
77.41255,37.88256,中国,新疆维吾尔自治区,喀什地区,叶城县,喀格勒克镇
77.66083,38.99408,中国,新疆维吾尔自治区,喀什地区,麦盖提县,央塔克乡
98.75,37.68333,中国,青海省,海西蒙古族藏族自治州,天峻县,阳康乡
94.43749,31.84372,中国,西藏自治区,那曲市,巴青县,雅安镇
96.11373,38.98209,中国,甘肃省,酒泉市,肃北蒙古族自治县,盐池湾乡
89.01445,31.34087,中国,西藏自治区,那曲市,申扎县,雄梅镇
99.7262,34.7947,中国,青海省,果洛藏族自治州,玛沁县,雪山乡
99.558,23.02268,中国,云南省,普洱市,澜沧拉祜族自治县,雪林佤族乡
97.34694,33.13021,中国,青海省,玉树藏族自治州,称多县,歇武镇
95.51479,37.29721,中国,青海省,海西蒙古族藏族自治州,海西蒙古族藏族自治州直辖,锡铁山镇
98.44463,36.91866,中国,青海省,海西蒙古族藏族自治州,乌兰县,柯柯镇
99,37.3,中国,青海省,海西蒙古族藏族自治州,天峻县,新源镇
99.40676,39.15821,中国,甘肃省,张掖市,高台县,新坝镇
88.88333,29.25,中国,西藏自治区,日喀则市,桑珠孜区,城南街道
98.4,39.6,中国,甘肃省,酒泉市,肃州区,西洞镇
97.23333,32.35,中国,青海省,玉树藏族自治州,玉树市,小苏莽乡
97.88649,35.99335,中国,青海省,海西蒙古族藏族自治州,都兰县,香日德镇
96.61051,32.6672,中国,青海省,玉树藏族自治州,玉树市,下拉秀镇
98.96667,39.56667,中国,甘肃省,酒泉市,肃州区,下河清镇
99.26047,35.00368,中国,青海省,果洛藏族自治州,玛沁县,下大武乡
99.7,32.8,中国,青海省,果洛藏族自治州,达日县,下红科乡
95.62,31.41,中国,西藏自治区,昌都市,丁青县,丁青镇
89.83236,30.59754,中国,西藏自治区,那曲市,班戈县,新吉乡
77.36649,39.81582,中国,新疆维吾尔自治区,喀什地区,伽师县,西克尔库勒镇
87.08333,28.63333,中国,西藏自治区,日喀则市,定日县,协格尔镇
88.95296,27.49402,中国,西藏自治区,日喀则市,亚东县,下司马镇
98.18333,36.4,中国,青海省,海西蒙古族藏族自治州,都兰县,夏日哈镇
96.47809,32.20551,中国,青海省,玉树藏族自治州,囊谦县,香达镇
75.25591,39.70912,中国,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,乌恰县,乌恰镇
99.9,23.16667,中国,云南省,普洱市,澜沧拉祜族自治县,文东佤族乡
87.37218,38.68908,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县,瓦石峡镇
89.15356,28.86684,中国,西藏自治区,日喀则市,白朗县,旺丹乡
97.83736,29.67445,中国,西藏自治区,昌都市,左贡县,旺达镇
93.19239,29.0088,中国,西藏自治区,林芝市,朗县,洞嘎镇
94.08333,29.2,中国,西藏自治区,林芝市,米林市,扎西绕登乡
77.78813,39.15088,中国,新疆维吾尔自治区,喀什地区,麦盖提县,吐曼塔勒乡
82,38.38333,中国,新疆维吾尔自治区,和田地区,于田县,达里雅布依乡
90.31196,38.25555,中国,青海省,海西蒙古族藏族自治州,茫崖市,茫崖镇
79.79803,31.48056,中国,西藏自治区,阿里地区,札达县,托林镇
98.51276,24.99492,中国,云南省,保山市,腾冲市,腾越街道
75.22453,37.76994,中国,新疆维吾尔自治区,喀什地区,塔什库尔干塔吉克自治县,塔什库尔干镇
85.63333,38.46667,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县,塔提让镇
99.44638,33.9973,中国,青海省,果洛藏族自治州,玛沁县,当洛乡
98.51736,39.74318,中国,甘肃省,酒泉市,肃州区,东南街道
99.28633,28.71471,中国,四川省,甘孜藏族自治州,得荣县,太阳谷镇
76.0508,39.40231,中国,新疆维吾尔自治区,喀什地区,疏勒县,疏勒镇
80.09758,32.50124,中国,西藏自治区,阿里地区,噶尔县,狮泉河镇
99.36868,25.88965,中国,云南省,大理白族自治州,云龙县,诺邓镇
99.95628,26.86852,中国,云南省,丽江市,玉龙纳西族自治县,石鼓镇
99.15919,24.70261,中国,云南省,保山市,施甸县,甸阳镇
96.06667,39.8,中国,甘肃省,酒泉市,肃北蒙古族自治县,石包城乡
98.91139,28.48563,中国,云南省,迪庆藏族自治州,德钦县,升平镇
99.82838,23.05191,中国,云南省,普洱市,澜沧拉祜族自治县,上允镇
96.58426,32.85399,中国,青海省,玉树藏族自治州,玉树市,上拉秀乡
99.66667,33.83333,中国,青海省,果洛藏族自治州,甘德县,上贡麻乡
99.58333,32.9,中国,青海省,果洛藏族自治州,达日县,上红科乡
98.95158,26.91948,中国,云南省,怒江傈僳族自治州,福贡县,上帕镇
77.24056,38.41667,中国,新疆维吾尔自治区,喀什地区,莎车县,城北街道
92.11667,32.21667,中国,西藏自治区,那曲市,安多县,滩堆乡
77.81786,39.30174,中国,新疆维吾尔自治区,喀什地区,巴楚县,色力布亚镇
98.37463,36.94895,中国,青海省,海西蒙古族藏族自治州,乌兰县,柯柯镇
99.62898,36.98238,中国,青海省,海南藏族自治州,共和县,石乃亥镇
99.2,33.65,中国,青海省,果洛藏族自治州,达日县,建设乡
89.55545,28.40407,中国,西藏自治区,日喀则市,康马县,萨马达乡
88.05,28.91667,中国,西藏自治区,日喀则市,萨迦县,萨迦镇
94.49558,31.25887,中国,西藏自治区,昌都市,边坝县,沙丁乡
79.63919,33.41844,中国,西藏自治区,阿里地区,日土县,日土镇
88.16465,39.02003,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县,若羌镇
98.40855,25.53171,中国,云南省,保山市,腾冲市,滇滩镇
94.63278,31.55707,中国,西藏自治区,那曲市,索县,荣布镇
89.10471,30.07346,中国,西藏自治区,日喀则市,南木林县,仁堆乡
89.80928,29.26733,中国,西藏自治区,日喀则市,仁布县,仁布乡
98.16877,36.22036,中国,青海省,海西蒙古族藏族自治州,都兰县,热水乡
95.13349,31.15956,中国,西藏自治区,昌都市,边坝县,热玉乡
90.12772,29.13178,中国,西藏自治区,日喀则市,仁布县,然巴乡
96.51667,31.4,中国,西藏自治区,昌都市,类乌齐县,类乌齐镇
87.65,29.1,中国,西藏自治区,日喀则市,拉孜县,曲下镇
98.6,25.21667,中国,云南省,保山市,腾冲市,曲石镇
98.09795,32.97771,中国,四川省,甘孜藏族自治州,石渠县,尼呷镇
80.80287,37.02847,中国,新疆维吾尔自治区,和田地区,策勒县,策勒乡
98,39.18333,中国,甘肃省,张掖市,肃南裕固族自治县,祁丰藏族乡
99.13333,39.38333,中国,甘肃省,酒泉市,肃州区,清水镇
97.13627,33.80385,中国,青海省,玉树藏族自治州,称多县,清水河镇
90.66613,31.16164,中国,西藏自治区,那曲市,班戈县,青龙乡
90.15696,38.386,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县,依吞布拉克镇
95.65833,34.56839,中国,青海省,玉树藏族自治州,曲麻莱县,秋智乡
85.52977,38.13407,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县,且末镇
76.99028,38.37222,中国,新疆维吾尔自治区,喀什地区,莎车县,恰热克镇
89.9,29.26667,中国,西藏自治区,日喀则市,仁布县,切娃乡
97.17982,31.1304,中国,西藏自治区,昌都市,卡若区,马草坝街道
88.63333,30.93333,中国,西藏自治区,那曲市,申扎县,申扎镇
93.17429,31.70892,中国,西藏自治区,那曲市,比如县,恰则乡
98.01222,36.39719,中国,青海省,海西蒙古族藏族自治州,都兰县,察汗乌苏镇
94.41726,29.4697,中国,西藏自治区,林芝市,巴宜区,布久乡
90.00958,31.39625,中国,西藏自治区,那曲市,班戈县,普保镇
78.28087,37.6168,中国,新疆维吾尔自治区,和田地区,皮山县,固玛镇
97.93671,24.71022,中国,云南省,德宏傣族景颇族自治州,盈江县,平原镇
94.03543,31.19793,中国,西藏自治区,那曲市,比如县,白嘎乡
89.16667,27.75,中国,西藏自治区,日喀则市,亚东县,帕里镇
99.90097,33.96865,中国,青海省,果洛藏族自治州,甘德县,柯曲镇
91.68101,32.26986,中国,西藏自治区,那曲市,安多县,帕那镇
81.93333,36.83333,中国,新疆维吾尔自治区,和田地区,于田县,奥依托格拉克乡
75.42783,38.95303,中国,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿克陶县,奥依塔克镇
99.8,33.61667,中国,青海省,果洛藏族自治州,达日县,窝赛乡
92.25355,31.75928,中国,西藏自治区,那曲市,聂荣县,尼玛乡
92.7324,31.54353,中国,西藏自治区,那曲市,色尼区,尼玛乡
89.85041,28.52517,中国,西藏自治区,日喀则市,康马县,涅如堆乡
96.84065,32.04136,中国,青海省,玉树藏族自治州,囊谦县,娘拉乡
81.05972,36.32472,中国,新疆维吾尔自治区,和田地区,策勒县,奴尔乡
89.25,29.16667,中国,西藏自治区,日喀则市,白朗县,洛江镇
96.40821,36.37056,中国,青海省,海西蒙古族藏族自治州,都兰县,宗加镇
87.16667,29.23333,中国,西藏自治区,日喀则市,昂仁县,桑桑镇
81.13972,32.39545,中国,西藏自治区,阿里地区,革吉县,革吉镇
99.78333,39.31667,中国,甘肃省,张掖市,高台县,南华镇
93.08795,29.04701,中国,西藏自治区,林芝市,朗县,朗镇
99.66273,35.21665,中国,青海省,海南藏族自治州,兴海县,温泉乡
95.61479,32.78552,中国,青海省,玉树藏族自治州,杂多县,昂赛乡
89.09556,29.68527,中国,西藏自治区,日喀则市,南木林县,南木林镇
93.86873,29.1141,中国,西藏自治区,林芝市,米林市,里龙乡
92.05729,31.47678,中国,西藏自治区,那曲市,色尼区,那曲镇
99.06667,38.13333,中国,青海省,海西蒙古族藏族自治州,天峻县,木里镇
96.82032,32.26974,中国,青海省,玉树藏族自治州,囊谦县,毛庄乡
79.73438,37.27246,中国,新疆维吾尔自治区,和田地区,墨玉县,喀拉喀什镇
99.41667,39.5,中国,甘肃省,张掖市,肃南裕固族自治县,明花乡
82.68933,37.06553,中国,新疆维吾尔自治区,和田地区,民丰县,尼雅镇
99.55137,22.60199,中国,云南省,普洱市,西盟佤族自治县,勐梭镇
99.80206,23.46502,中国,云南省,临沧市,双江拉祜族佤族布朗族傣族自治县,沙河乡
97.86499,24.00139,中国,云南省,德宏傣族景颇族自治州,瑞丽市,勐卯街道
99.91029,22.56214,中国,云南省,普洱市,澜沧拉祜族自治县,勐朗镇
99.20226,23.16152,中国,云南省,临沧市,沧源佤族自治县,勐董镇
95.30741,29.31329,中国,西藏自治区,林芝市,墨脱县,墨脱镇
77.63911,38.89697,中国,新疆维吾尔自治区,喀什地区,麦盖提县,麦盖提镇
98.57037,24.45329,中国,云南省,德宏傣族景颇族自治州,芒市,芒市镇
90.15553,38.38554,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,若羌县,依吞布拉克镇
85.41667,31.33333,中国,西藏自治区,阿里地区,措勤县,磁石乡
96.37157,35.02494,中国,青海省,玉树藏族自治州,曲麻莱县,麻多乡
98.23333,34.93333,中国,青海省,果洛藏族自治州,玛多县,玛查理镇
98.82345,25.97309,中国,云南省,怒江傈僳族自治州,泸水市,鲁掌镇
99.55445,39.68274,中国,甘肃省,张掖市,高台县,罗城镇
89.94036,28.85816,中国,西藏自治区,日喀则市,江孜县,龙马乡
94.72614,29.73349,中国,西藏自治区,林芝市,巴宜区,鲁朗镇
84.2,32.26667,中国,西藏自治区,阿里地区,改则县,改则镇
80.18231,37.07403,中国,新疆维吾尔自治区,和田地区,洛浦县,城区街道
98.70418,24.60089,中国,云南省,保山市,龙陵县,龙山镇
98.85567,25.8505,中国,云南省,怒江傈僳族自治州,泸水市,六库街道
98.79039,39.78916,中国,甘肃省,酒泉市,肃州区,三墩镇
92.5753,30.95818,中国,西藏自治区,那曲市,嘉黎县,林堤乡
99.1,39.63333,中国,甘肃省,张掖市,肃南裕固族自治县,明花乡
91.1,29.65,中国,西藏自治区,拉萨市,城关区,公德林街道
93.33754,30.7436,中国,西藏自治区,那曲市,嘉黎县,嘉黎镇
93.33199,38.73741,中国,青海省,海西蒙古族藏族自治州,茫崖市,冷湖镇
97.73333,39.83333,中国,甘肃省,酒泉市,玉门市,老君庙镇
99.52826,25.46335,中国,云南省,大理白族自治州,永平县,博南镇
79.62139,36.89333,中国,新疆维吾尔自治区,和田地区,和田县,朗如乡
97.14169,33.27168,中国,青海省,玉树藏族自治州,称多县,拉布乡
98.40986,35.65924,中国,青海省,海西蒙古族藏族自治州,都兰县,沟里乡
92.42577,31.69834,中国,西藏自治区,那曲市,色尼区,孔玛乡
81.63334,36.81899,中国,新疆维吾尔自治区,和田地区,于田县,科克亚乡
76.446,39.876,中国,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿图什市,格达良乡
76.46791,38.65126,中国,新疆维吾尔自治区,喀什地区,英吉沙县,克孜勒乡
75.98675,39.46718,中国,新疆维吾尔自治区,喀什地区,喀什市,库木代尔瓦扎街道
98.83611,37.3625,中国,青海省,海西蒙古族藏族自治州,天峻县,快尔玛乡
89.4955,29.13517,中国,西藏自治区,日喀则市,江孜县,卡麦乡
89.57375,29.1233,中国,西藏自治区,日喀则市,江孜县,卡堆乡
81.22508,36.98144,中国,新疆维吾尔自治区,和田地区,于田县,喀拉克尔乡
76.86722,37.97806,中国,新疆维吾尔自治区,喀什地区,莎车县,喀群乡
90.08237,29.29059,中国,西藏自治区,日喀则市,仁布县,康雄乡
89.68009,28.55953,中国,西藏自治区,日喀则市,康马县,康马镇
89.48815,28.62235,中国,西藏自治区,日喀则市,康马县,康如乡
99.83483,27.1561,中国,云南省,迪庆藏族自治州,香格里拉市,金江镇
98.5,36.98333,中国,青海省,海西蒙古族藏族自治州,乌兰县,铜普镇
97.34973,37.38458,中国,青海省,海西蒙古族藏族自治州,德令哈市,河西街道
99.6491,27.30612,中国,云南省,丽江市,玉龙纳西族自治县,巨甸镇
98.21171,31.4962,中国,西藏自治区,昌都市,江达县,江达镇
99.56944,37.15167,中国,青海省,海北藏族自治州,刚察县,吉尔孟乡
96.11667,31.95,中国,青海省,玉树藏族自治州,囊谦县,吉曲乡
96.00249,32.06651,中国,青海省,玉树藏族自治州,囊谦县,吉尼赛乡
98.86667,39.98333,中国,甘肃省,酒泉市,金塔县,农林场站
99.91715,26.538,中国,云南省,大理白族自治州,剑川县,金华镇
98.81667,39.4,中国,甘肃省,酒泉市,肃州区,金佛寺镇
99.44061,26.43903,中国,云南省,怒江傈僳族自治州,兰坪白族普米族自治县,金顶街道
98.65324,25.4274,中国,云南省,保山市,腾冲市,界头镇
98.28618,39.81121,中国,甘肃省,嘉峪关市,嘉峪关市,钢城街道
76.74282,39.49554,中国,新疆维吾尔自治区,喀什地区,伽师县,巴仁镇
99.4,33.68333,中国,青海省,果洛藏族自治州,达日县,建设乡
89.24618,29.33801,中国,西藏自治区,日喀则市,桑珠孜区,江当乡
94.38641,31.483,中国,西藏自治区,那曲市,索县,江达乡
90.86792,38.25544,中国,青海省,海西蒙古族藏族自治州,茫崖市,花土沟镇
98.8,35.11667,中国,青海省,果洛藏族自治州,玛多县,花石峡镇
98.31667,34.56667,中国,青海省,果洛藏族自治州,玛多县,黄河乡
98.27802,25.32356,中国,云南省,保山市,腾冲市,猴桥镇
79.93548,37.1075,中国,新疆维吾尔自治区,和田地区,和田市,古江巴格街道
99.30186,39.15407,中国,甘肃省,张掖市,高台县,新坝镇
99.59865,38.83514,中国,甘肃省,张掖市,肃南裕固族自治县,大河乡
90.90514,38.1461,中国,青海省,海西蒙古族藏族自治州,茫崖市,花土沟镇
96.74974,37.35155,中国,青海省,海西蒙古族藏族自治州,德令哈市,怀头他拉镇
98.46667,25.01667,中国,云南省,保山市,腾冲市,和顺镇
99.98865,35.89116,中国,青海省,海南藏族自治州,兴海县,河卡镇
99.61667,39.51667,中国,甘肃省,张掖市,高台县,黑泉镇
99.77684,36.72893,中国,青海省,海南藏族自治州,共和县,黑马河镇
96.15508,32.56717,中国,青海省,玉树藏族自治州,囊谦县,觉拉乡
97.51667,28.66667,中国,西藏自治区,林芝市,察隅县,竹瓦根镇
93.38259,28.9705,中国,西藏自治区,林芝市,朗县,金东乡
89.59956,28.92026,中国,西藏自治区,日喀则市,江孜县,江孜镇
87.8,28.4,中国,西藏自治区,日喀则市,定结县,江嘎镇
95.43333,31.53333,中国,西藏自治区,昌都市,丁青县,丁青镇
89.18635,29.84665,中国,西藏自治区,日喀则市,南木林县,甲措乡
96.42214,33.27016,中国,青海省,玉树藏族自治州,玉树市,隆宝镇
98.48297,25.34165,中国,云南省,保山市,腾冲市,固东镇
91.6206,30.82956,中国,西藏自治区,那曲市,色尼区,古露镇
94.90061,36.40672,中国,青海省,海西蒙古族藏族自治州,格尔木市,金峰路街道
98.59579,31.81649,中国,四川省,甘孜藏族自治州,德格县,更庆镇
99.3786,23.52325,中国,云南省,临沧市,耿马傣族佤族自治县,耿马镇
88.25,29.36667,中国,西藏自治区,日喀则市,谢通门县,塔丁乡
95.65691,32.06672,中国,青海省,玉树藏族自治州,囊谦县,尕羊乡
80.0561,32.11941,中国,西藏自治区,阿里地区,噶尔县,昆莎乡
98.59473,29.68451,中国,西藏自治区,昌都市,芒康县,嘎托镇
99.80015,39.34456,中国,甘肃省,张掖市,高台县,南华镇
88.53333,28.3,中国,西藏自治区,日喀则市,岗巴县,龙中乡
89.38187,28.26311,中国,西藏自治区,日喀则市,康马县,嘎拉乡
97.63333,38.8,中国,青海省,海西蒙古族藏族自治州,天峻县,苏里乡
89.17835,29.21273,中国,西藏自治区,日喀则市,白朗县,嘎东镇
98.80397,23.79575,中国,云南省,临沧市,镇康县,南伞镇
99.9,24.58333,中国,云南省,临沧市,凤庆县,凤山镇
77.37056,38.70917,中国,新疆维吾尔自治区,喀什地区,莎车县,艾力西湖镇
89.11988,28.64921,中国,西藏自治区,日喀则市,白朗县,东喜乡
98.66667,39.5,中国,甘肃省,酒泉市,肃州区,金佛寺镇
95.58464,32.31121,中国,青海省,玉树藏族自治州,囊谦县,东坝乡
94.68908,30.93902,中国,西藏自治区,昌都市,边坝县,草卡镇
95.42127,33.81034,中国,青海省,玉树藏族自治州,治多县,多彩乡
89.06054,29.53331,中国,西藏自治区,日喀则市,南木林县,多角乡
90.12572,30.52803,中国,西藏自治区,那曲市,班戈县,德庆镇
90.71875,29.96178,中国,西藏自治区,拉萨市,堆龙德庆区,德庆镇
97.37457,37.376,中国,青海省,海西蒙古族藏族自治州,德令哈市,河东街道
99.23964,24.0118,中国,云南省,临沧市,永德县,德党镇
94,31.93333,中国,西藏自治区,那曲市,巴青县,拉西镇
92.75183,31.74697,中国,西藏自治区,那曲市,色尼区,达前乡
95.3,37.83333,中国,青海省,海西蒙古族藏族自治州,海西蒙古族藏族自治州直辖,柴旦镇
95.04081,39.50011,中国,甘肃省,酒泉市,肃北蒙古族自治县,党城湾镇
95.73333,36.41667,中国,青海省,海西蒙古族藏族自治州,格尔木市,大格勒乡
85.96667,28.15,中国,西藏自治区,日喀则市,聂拉木县,聂拉木镇
94.6695,30.9054,中国,西藏自治区,昌都市,边坝县,草卡镇
92.42228,30.48059,中国,西藏自治区,那曲市,嘉黎县,措多乡
98.71105,27.76344,中国,云南省,怒江傈僳族自治州,贡山独龙族怒族自治县,茨开镇
99.59232,24.82894,中国,云南省,保山市,昌宁县,田园镇
96.76667,39.86667,中国,甘肃省,酒泉市,玉门市,昌马镇
81.17511,30.29559,中国,西藏自治区,阿里地区,普兰县,普兰镇
90.18183,30.99411,中国,西藏自治区,那曲市,班戈县,保吉乡
98.27297,30.86004,中国,西藏自治区,昌都市,贡觉县,莫洛镇
81.5,36.7,中国,新疆维吾尔自治区,和田地区,于田县,兰干乡
96.51447,32.07512,中国,青海省,玉树藏族自治州,囊谦县,白扎乡
93.85241,29.79923,中国,西藏自治区,林芝市,巴宜区,百巴镇
94.35892,29.65812,中国,西藏自治区,林芝市,巴宜区,觉木街道
97.41575,35.92907,中国,青海省,海西蒙古族藏族自治州,都兰县,巴隆乡
99.16366,25.11626,中国,云南省,保山市,隆阳区,九隆街道
99.32483,27.19582,中国,云南省,迪庆藏族自治州,维西傈僳族自治县,保和镇
94.83675,30.83198,中国,西藏自治区,昌都市,边坝县,边坝镇
97.15459,32.82427,中国,青海省,玉树藏族自治州,玉树市,巴塘乡
96.91852,30.05752,中国,西藏自治区,昌都市,八宿县,白玛镇
96.52141,33.89783,中国,青海省,玉树藏族自治州,曲麻莱县,巴干乡
81.96667,36.46667,中国,新疆维吾尔自治区,和田地区,于田县,阿羌乡
93.24297,30.64536,中国,西藏自治区,那曲市,嘉黎县,阿扎镇
76.17138,39.71085,中国,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,阿图什市,幸福街道
77.24917,37.96111,中国,新疆维吾尔自治区,喀什地区,叶城县,依力克其乡
79.73167,37.07694,中国,新疆维吾尔自治区,和田地区,和田县,拉依喀乡
79.65833,37.14972,中国,新疆维吾尔自治区,和田地区,墨玉县,萨依巴格乡
81.60765,36.75541,中国,新疆维吾尔自治区,和田地区,于田县,阿日希乡
81.50972,36.88639,中国,新疆维吾尔自治区,和田地区,于田县,斯也克乡
81.67833,36.96583,中国,新疆维吾尔自治区,和田地区,于田县,英巴格乡
82.81528,37.07861,中国,新疆维吾尔自治区,和田地区,民丰县,若克雅乡
76.57337,39.12619,中国,新疆维吾尔自治区,喀什地区,岳普湖县,阿其克乡
81.09417,36.97861,中国,新疆维吾尔自治区,和田地区,策勒县,达玛沟乡
81.07583,43.12278,中国,新疆维吾尔自治区,伊犁哈萨克自治州,昭苏县,洪纳海镇
97.2,40.28333,中国,甘肃省,酒泉市,玉门市,下西号镇
86.25675,41.33662,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,尉犁县,尉犁镇
95.8,40.5,中国,甘肃省,酒泉市,瓜州县,国营小宛农场
81.51804,43.97799,中国,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁县,吉里于孜镇
79.46861,41.3525,中国,新疆维吾尔自治区,阿拉尔市,阿拉尔市,永宁镇
86.56632,42.06204,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州,焉耆回族自治县,焉耆镇
94.66383,40.12607,中国,甘肃省,酒泉市,敦煌市,月牙泉镇
88.01785,47.35574,中国,新疆维吾尔自治区,阿勒泰地区,阿勒泰市,切尔克齐乡
83.24959,43.42649,中国,新疆维吾尔自治区,伊犁哈萨克自治州,新源县,新源镇
82.61667,41.55028,中国,新疆维吾尔自治区,阿克苏地区,新和县,新和镇
94.99059,40.5385,中国,甘肃省,酒泉市,瓜州县,西湖镇
89.73856,44.06593,中国,新疆维吾尔自治区,昌吉回族自治州,奇台县,西地镇
97.11763,40.31878,中国,甘肃省,酒泉市,玉门市,下西号镇
85.04457,45.1285,中国,新疆维吾尔自治区,克拉玛依市,克拉玛依区,小拐乡
87.9663,47.79623,中国,新疆维吾尔自治区,阿勒泰地区,阿勒泰市,切木尔切克镇
86.23456,46.3434,中国,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县,夏孜盖乡
82.76537,41.22642,中国,新疆维吾尔自治区,阿克苏地区,沙雅县,沙雅镇
79.225,41.15167,中国,新疆维吾尔自治区,阿克苏地区,乌什县,阿克托海镇
94.80535,40.16951,中国,甘肃省,酒泉市,敦煌市,莫高镇
80.23816,41.26996,中国,新疆维吾尔自治区,阿克苏地区,温宿县,温宿镇
84.67623,44.43105,中国,新疆维吾尔自治区,塔城地区,乌苏市,虹桥街道
87.60046,43.80096,中国,新疆维吾尔自治区,乌鲁木齐市,沙依巴克区,扬子江路街道
85.67769,46.11651,中国,新疆维吾尔自治区,克拉玛依市,乌尔禾区,乌尔禾镇
89.17886,42.94769,中国,新疆维吾尔自治区,吐鲁番市,高昌区,老城路街道
79.96278,41.36861,中国,新疆维吾尔自治区,阿克苏地区,温宿县,阿热勒镇
86.12794,47.27428,中国,新疆维吾尔自治区,阿勒泰地区,吉木乃县,托斯特乡
83.60056,45.93859,中国,新疆维吾尔自治区,塔城地区,托里县,托里镇
88.64163,42.79359,中国,新疆维吾尔自治区,吐鲁番市,托克逊县,托克逊镇
83.57278,44.54537,中国,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,托托镇
84.42834,46.16669,中国,新疆维吾尔自治区,塔城地区,托里县,铁厂沟镇
89.74276,47.22244,中国,新疆维吾尔自治区,阿勒泰地区,富蕴县,铁买克乡
81.83973,43.21669,中国,新疆维吾尔自治区,伊犁哈萨克自治州,特克斯县,特克斯镇
95.98021,40.26261,中国,甘肃省,酒泉市,瓜州县,锁阳城镇
82.95847,46.74535,中国,新疆维吾尔自治区,塔城地区,塔城市,杜别克街道
84.226,44.37313,中国,新疆维吾尔自治区,塔城地区,乌苏市,四棵树镇
86.03694,44.3023,中国,新疆维吾尔自治区,石河子市,石河子市,向阳街道
90.20463,42.8675,中国,新疆维吾尔自治区,吐鲁番市,鄯善县,辟展镇
82.1475,41.76611,中国,新疆维吾尔自治区,阿克苏地区,拜城县,托克逊乡
88.88887,44.08958,中国,新疆维吾尔自治区,昌吉回族自治州,吉木萨尔县,三台镇
85.62009,44.32597,中国,新疆维吾尔自治区,塔城地区,沙湾市,凯旋街道
87.1125,48.12222,中国,新疆维吾尔自治区,阿勒泰地区,布尔津县,冲乎尔镇
90.37864,46.66725,中国,新疆维吾尔自治区,阿勒泰地区,青河县,青河镇
82.91139,41.53778,中国,新疆维吾尔自治区,阿克苏地区,库车市,齐满镇
